"Code","ICD9_ICD10","String","PheCode","Disease"
"E08.52","ICD10","Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene",249,"Diabetes Mellitus Type 2"
"E08.59","ICD10","Diabetes mellitus due to underlying condition with other circulatory complications",249,"Diabetes Mellitus Type 2"
"E08.6","ICD10","Diabetes mellitus due to underlying condition with other specified complications",249,"Diabetes Mellitus Type 2"
"E08.61","ICD10","Diabetes mellitus due to underlying condition with diabetic arthropathy",249,"Diabetes Mellitus Type 2"
"E08.610","ICD10","Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy",249,"Diabetes Mellitus Type 2"
"E08.618","ICD10","Diabetes mellitus due to underlying condition with other diabetic arthropathy",249,"Diabetes Mellitus Type 2"
"E08.62","ICD10","Diabetes mellitus due to underlying condition with skin complications",249,"Diabetes Mellitus Type 2"
"E08.620","ICD10","Diabetes mellitus due to underlying condition with diabetic necrobiosis lipoidica",249,"Diabetes Mellitus Type 2"
"E08.621","ICD10","Diabetes mellitus due to underlying condition with foot ulcer",249,"Diabetes Mellitus Type 2"
"E08.622","ICD10","Diabetes mellitus due to underlying condition with other skin ulcer",249,"Diabetes Mellitus Type 2"
"E08.628","ICD10","Diabetes mellitus due to underlying condition with other skin complications",249,"Diabetes Mellitus Type 2"
"E08.63","ICD10","Diabetes mellitus due to underlying condition with oral complications",249,"Diabetes Mellitus Type 2"
"E08.630","ICD10","Diabetes mellitus due to underlying condition with periodontal disease",249,"Diabetes Mellitus Type 2"
"E08.638","ICD10","Diabetes mellitus due to underlying condition with other oral complications",249,"Diabetes Mellitus Type 2"
"E08.64","ICD10","Diabetes mellitus due to underlying condition with hypoglycemia",249,"Diabetes Mellitus Type 2"
"E08.641","ICD10","Diabetes mellitus due to underlying condition with hypoglycemia with coma",249,"Diabetes Mellitus Type 2"
"E08.649","ICD10","Diabetes mellitus due to underlying condition with hypoglycemia without coma",249,"Diabetes Mellitus Type 2"
"E08.65","ICD10","Diabetes mellitus due to underlying condition with hyperglycemia",249,"Diabetes Mellitus Type 2"
"E08.69","ICD10","Diabetes mellitus due to underlying condition with other specified complication",249,"Diabetes Mellitus Type 2"
"E08.8","ICD10","Diabetes mellitus due to underlying condition with unspecified complications",249,"Diabetes Mellitus Type 2"
"E08.9","ICD10","Diabetes mellitus due to underlying condition without complications",249,"Diabetes Mellitus Type 2"
"E09","ICD10","Drug or chemical induced diabetes mellitus",249,"Diabetes Mellitus Type 2"
"E09.0","ICD10","Drug or chemical induced diabetes mellitus with hyperosmolarity",249,"Diabetes Mellitus Type 2"
"E09.00","ICD10","Drug or chemical induced diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)",249,"Diabetes Mellitus Type 2"
"E09.01","ICD10","Drug or chemical induced diabetes mellitus with hyperosmolarity with coma",249,"Diabetes Mellitus Type 2"
"E09.1","ICD10","Drug or chemical induced diabetes mellitus with ketoacidosis",249,"Diabetes Mellitus Type 2"
"E09.10","ICD10","Drug or chemical induced diabetes mellitus with ketoacidosis without coma",249,"Diabetes Mellitus Type 2"
"E09.11","ICD10","Drug or chemical induced diabetes mellitus with ketoacidosis with coma",249,"Diabetes Mellitus Type 2"
"E09.2","ICD10","Drug or chemical induced diabetes mellitus with kidney complications",249,"Diabetes Mellitus Type 2"
"E09.21","ICD10","Drug or chemical induced diabetes mellitus with diabetic nephropathy",249,"Diabetes Mellitus Type 2"
"E09.22","ICD10","Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease",249,"Diabetes Mellitus Type 2"
"E09.29","ICD10","Drug or chemical induced diabetes mellitus with other diabetic kidney complication",249,"Diabetes Mellitus Type 2"
"E09.3","ICD10","Drug or chemical induced diabetes mellitus with ophthalmic complications",249,"Diabetes Mellitus Type 2"
"E09.3","ICD10","Drug or chemical induced diabetes mellitus with ophthalmic complications",250.7,"Diabetes Mellitus Type 2"
"E09.31","ICD10","Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy",249,"Diabetes Mellitus Type 2"
"E09.31","ICD10","Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E09.311","ICD10","Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema",249,"Diabetes Mellitus Type 2"
"E09.311","ICD10","Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema",250.7,"Diabetes Mellitus Type 2"
"E09.319","ICD10","Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema",249,"Diabetes Mellitus Type 2"
"E09.319","ICD10","Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema",250.7,"Diabetes Mellitus Type 2"
"E09.32","ICD10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy",249,"Diabetes Mellitus Type 2"
"E09.32","ICD10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E09.321","ICD10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema",249,"Diabetes Mellitus Type 2"
"E09.321","ICD10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema",250.7,"Diabetes Mellitus Type 2"
"E09.3211","ICD10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",249,"Diabetes Mellitus Type 2"
"E09.3211","ICD10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",250.7,"Diabetes Mellitus Type 2"
"E09.3212","ICD10","Drug/chem diab with mild nonp rtnop with mclr edema, l eye",249,"Diabetes Mellitus Type 2"
"E09.3212","ICD10","Drug/chem diab with mild nonp rtnop with mclr edema, l eye",250.7,"Diabetes Mellitus Type 2"
"E09.3213","ICD10","Drug/chem diab with mild nonp rtnop with macular edema, bi",249,"Diabetes Mellitus Type 2"
"E09.3213","ICD10","Drug/chem diab with mild nonp rtnop with macular edema, bi",250.7,"Diabetes Mellitus Type 2"
"E09.3219","ICD10","Drug/chem diab with mild nonp rtnop with macular edema, unsp",249,"Diabetes Mellitus Type 2"
"E09.3219","ICD10","Drug/chem diab with mild nonp rtnop with macular edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E09.329","ICD10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema",249,"Diabetes Mellitus Type 2"
"E09.329","ICD10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema",250.7,"Diabetes Mellitus Type 2"
"E09.3291","ICD10","Drug/chem diab with mild nonp rtnop w/o mclr edema, r eye",249,"Diabetes Mellitus Type 2"
"E09.3291","ICD10","Drug/chem diab with mild nonp rtnop w/o mclr edema, r eye",250.7,"Diabetes Mellitus Type 2"
"E09.3292","ICD10","Drug/chem diab with mild nonp rtnop w/o mclr edema, l eye",249,"Diabetes Mellitus Type 2"
"E09.3292","ICD10","Drug/chem diab with mild nonp rtnop w/o mclr edema, l eye",250.7,"Diabetes Mellitus Type 2"
"E09.3293","ICD10","Drug/chem diab with mild nonp rtnop without mclr edema, bi",249,"Diabetes Mellitus Type 2"
"E09.3293","ICD10","Drug/chem diab with mild nonp rtnop without mclr edema, bi",250.7,"Diabetes Mellitus Type 2"
"E09.3299","ICD10","Drug/chem diab with mild nonp rtnop without mclr edema, unsp",249,"Diabetes Mellitus Type 2"
"E09.3299","ICD10","Drug/chem diab with mild nonp rtnop without mclr edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E09.33","ICD10","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy",249,"Diabetes Mellitus Type 2"
"E09.33","ICD10","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E09.331","ICD10","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema",249,"Diabetes Mellitus Type 2"
"E09.331","ICD10","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema",250.7,"Diabetes Mellitus Type 2"
"E09.3311","ICD10","Drug/chem diab with mod nonp rtnop with macular edema, r eye",249,"Diabetes Mellitus Type 2"
"E09.3311","ICD10","Drug/chem diab with mod nonp rtnop with macular edema, r eye",250.7,"Diabetes Mellitus Type 2"
"E09.3312","ICD10","Drug/chem diab with mod nonp rtnop with macular edema, l eye",249,"Diabetes Mellitus Type 2"
"E09.3312","ICD10","Drug/chem diab with mod nonp rtnop with macular edema, l eye",250.7,"Diabetes Mellitus Type 2"
"E09.3313","ICD10","Drug/chem diab with mod nonp rtnop with macular edema, bi",249,"Diabetes Mellitus Type 2"
"E09.3313","ICD10","Drug/chem diab with mod nonp rtnop with macular edema, bi",250.7,"Diabetes Mellitus Type 2"
"E09.3319","ICD10","Drug/chem diab with mod nonp rtnop with macular edema, unsp",249,"Diabetes Mellitus Type 2"
"E09.3319","ICD10","Drug/chem diab with mod nonp rtnop with macular edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E09.339","ICD10","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema",249,"Diabetes Mellitus Type 2"
"E09.339","ICD10","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema",250.7,"Diabetes Mellitus Type 2"
"E09.3391","ICD10","Drug/chem diab with mod nonp rtnop without mclr edema, r eye",249,"Diabetes Mellitus Type 2"
"E09.3391","ICD10","Drug/chem diab with mod nonp rtnop without mclr edema, r eye",250.7,"Diabetes Mellitus Type 2"
"E09.3392","ICD10","Drug/chem diab with mod nonp rtnop without mclr edema, l eye",249,"Diabetes Mellitus Type 2"
"E09.3392","ICD10","Drug/chem diab with mod nonp rtnop without mclr edema, l eye",250.7,"Diabetes Mellitus Type 2"
"E09.3393","ICD10","Drug/chem diab with mod nonp rtnop without macular edema, bi",249,"Diabetes Mellitus Type 2"
"E09.3393","ICD10","Drug/chem diab with mod nonp rtnop without macular edema, bi",250.7,"Diabetes Mellitus Type 2"
"E09.3399","ICD10","Drug/chem diab with mod nonp rtnop without mclr edema, unsp",249,"Diabetes Mellitus Type 2"
"E09.3399","ICD10","Drug/chem diab with mod nonp rtnop without mclr edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E09.34","ICD10","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy",249,"Diabetes Mellitus Type 2"
"E09.34","ICD10","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E09.341","ICD10","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema",249,"Diabetes Mellitus Type 2"
"E09.341","ICD10","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema",250.7,"Diabetes Mellitus Type 2"
"E09.3411","ICD10","Drug/chem diab with severe nonp rtnop with mclr edema, r eye",249,"Diabetes Mellitus Type 2"
"E09.3411","ICD10","Drug/chem diab with severe nonp rtnop with mclr edema, r eye",250.7,"Diabetes Mellitus Type 2"
"E09.3412","ICD10","Drug/chem diab with severe nonp rtnop with mclr edema, l eye",249,"Diabetes Mellitus Type 2"
"E09.3412","ICD10","Drug/chem diab with severe nonp rtnop with mclr edema, l eye",250.7,"Diabetes Mellitus Type 2"
"E09.3413","ICD10","Drug/chem diab with severe nonp rtnop with macular edema, bi",249,"Diabetes Mellitus Type 2"
"E09.3413","ICD10","Drug/chem diab with severe nonp rtnop with macular edema, bi",250.7,"Diabetes Mellitus Type 2"
"E09.3419","ICD10","Drug/chem diab with severe nonp rtnop with mclr edema, unsp",249,"Diabetes Mellitus Type 2"
"E09.3419","ICD10","Drug/chem diab with severe nonp rtnop with mclr edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E09.349","ICD10","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema",249,"Diabetes Mellitus Type 2"
"E09.349","ICD10","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema",250.7,"Diabetes Mellitus Type 2"
"E09.3491","ICD10","Drug/chem diab with severe nonp rtnop w/o mclr edema, r eye",249,"Diabetes Mellitus Type 2"
"E09.3491","ICD10","Drug/chem diab with severe nonp rtnop w/o mclr edema, r eye",250.7,"Diabetes Mellitus Type 2"
"E09.3492","ICD10","Drug/chem diab with severe nonp rtnop w/o mclr edema, l eye",249,"Diabetes Mellitus Type 2"
"E09.3492","ICD10","Drug/chem diab with severe nonp rtnop w/o mclr edema, l eye",250.7,"Diabetes Mellitus Type 2"
"E09.3493","ICD10","Drug/chem diab with severe nonp rtnop without mclr edema, bi",249,"Diabetes Mellitus Type 2"
"E09.3493","ICD10","Drug/chem diab with severe nonp rtnop without mclr edema, bi",250.7,"Diabetes Mellitus Type 2"
"E09.3499","ICD10","Drug/chem diab with severe nonp rtnop w/o mclr edema, unsp",249,"Diabetes Mellitus Type 2"
"E09.3499","ICD10","Drug/chem diab with severe nonp rtnop w/o mclr edema, unsp",250.7,"Diabetes Mellitus Type 2"
"E09.35","ICD10","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy",249,"Diabetes Mellitus Type 2"
"E09.35","ICD10","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy",250.7,"Diabetes Mellitus Type 2"
"E09.351","ICD10","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema",249,"Diabetes Mellitus Type 2"
"E09.351","ICD10","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema",250.7,"Diabetes Mellitus Type 2"
